gettyid,prefLabel,altLabel,placeType,parentString,parentStringAbbrev,placeTypeNonPreferred,prefLabelGVP,latitude,longitude
7593789," ""Narok"" ."," ""Narok County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199046, -1.25, 35.566
7593790," ""Nyamira"" ."," ""Nyamira County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199048, -.65, 34.966
7593791," ""Nyandarua"" ."," ""Nyandarua County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199050, -.316, 36.483
7593792," ""Nyeri"" ."," ""Nyeri County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199052, -.383, 36.966
7593793," ""Samburu"" ."," ""Samburu County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199054, 1.333, 37.116
7593794," ""Siaya"" ."," ""Siaya County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199056, -.016, 34.283
7593795," ""Taita/Taveta"" ."," ""Taita/Taveta County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199058, -3.433, 38.433
7593796," ""Tana River"" ."," ""Tana River County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199060, -1.533, 39.416
7593797," ""Tharaka-Nithi"" ."," ""Tharaka-Nithi County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199062, -.2, 37.933
7593798," ""Trans Nzoia"" ."," ""Trans Nzoia County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199064, 1.05, 34.95
7593799," ""Turkana"" ."," ""Turkana County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199066, 3.2, 35.466
7593800," ""Uasin Gishu"" ."," ""Uasin Gishu County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199068, .5, 35.316
7593801," ""Vihiga"" ."," ""Vihiga County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199070, .083, 34.716
7593802," ""Wajir"" ."," ""Wajir County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199072, 1.75, 40.016
7593803," ""West Pokot"" ."," ""West Pokot County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199074, 1.75, 35.25
